sku,name,desc,price,promo_price,in_stock,type,promo_price_fixed,discount_percent
MOS0083,Moshi iVisor XT protector iPad mini / White Retina,IPad Mini Screen Protector bubble free.,35.0,278.905,0,14035403,27.8905,20.312857142857144
LIF0011,Lifeproof Nood iPad 2 Case 3 and 4 Waterproof Black,IPad 2 Case 3 and 4 waterproof and extreme conditions.,129.99,869.869,0,12635403,86.9869,33.08185245018848
OND0084,CSX Mac Memory 2GB DDR3 1600MHz SO-DIMM,2GB RAM iMac 27 inches (2011/12).,99.946,99.946,1,1364,99.946,0.0
OWC0075,OWC Envoy Pro USB 3.0 Case for MacBook Pro Retina,Box Portable External USB 3.0 SSD for MacBook Pro Retina.,118.99,599.906,0,11935397,59.99059999999999,49.58349441129507
TRI0012,Star Wars Chewbacca Tribe 8GB USB 2.0 Pen Drive,PenDrive 8GB USB 2.0 + 1GB online edition Star Wars.,19.99,152.799,0,11935397,15.2799,23.562281140570285
TRI0013,C3PO Star Wars Tribe 8GB USB 2.0 Pen Drive,PenDrive 8GB USB 2.0 + 1GB online edition Star Wars.,19.99,169.884,0,57445397,16.9884,15.015507753876934
PAC0090,Kingston V300 SSD expansion kit 240GB + Datadoubler for MacBook and MacBook Pro from 2008 to 2012,240GB + SSD expansion Datadoubler 2008-2010 MacBook and MacBook Pro Late 2008 Mid 2012 Kit tools,202.98,1.635.847,0,1433,163.5847,19.408463888067786
WIT0011,Withings Smart Body Analyzer scale black,Scale iPhone iPad and iPod Touch application from the App Store.,149.99,124.993,0,11905404,124.993,16.665777718514573
SEA0052,"Seagate 1TB SSHD Hybrid Drive 2.5 ""hard drive Mac and PC",Hybrid Hard Drive Mac and PC 1TB + 8GB SSD and 95mm 5400rpm (ST1000LM014).,111.99,965.822,0,12655397,96.5822,13.758192695776405
DRO0017,5N Drobo NAS server Mac and PC,Mac and PC system RAID 5-bay.,619.0,4.299.892,0,11935397,429.9892,30.534862681744755
OWC0074,Mac OWC Memory 8GB 1066MHZ DDR3 SO-DIMM,8GB RAM Mac mini iMac MacBook and MacBook Pro (2009/10).,99.99,999.896,1,1364,99.9896,0.00040004000400051254
OWC0068-2,Mac OWC memory 16GB (2x8GB) SO-DIMM DDR3 1066MHZ,RAM 16GB (2x8GB) Mac mini (2010) iMac (2009-2010) MacBook (2010) and MacBook Pro (2010),215.98,1.979.899,1,1364,197.9899,8.329521251967764
TWS0048,Twelve South BackPack 3 for iMac and Apple Cinema Display,adjustable and adjustable support for iMac and Apple Cinema Display.,39.99,349.896,1,8696,34.9896,12.504126031507878
PAC0105,UV300 Kit Kingston 240GB SSD expansion + Datadoubler for iMac Mac Mini 2009 and 2009 to 2011,SSD upgrade kit for Mac Mini 240GB Early / Late 2009 and Mid 2009 iMac Early 2011 with tools,202.98,167.585,0,1433,167.585,17.43767858902354
PAC0112,Kingston V300 SSD expansion kit for Mac mini 240GB 2011/2012,SSD upgrade kit for Mac mini 240GB 2011 Late 2012 Mid tools,149.98,1.375.843,0,1433,137.5843,8.264901986931573
FIT0017,Flex fitbit black bracelet monitor activity,Control activity bracelet with two interchangeable straps size M and L.,99.99,899.877,0,11905404,89.9877,10.003300330032994
PAC0120,"UV300 Kit Kingston 240GB SSD expansion for iMac 215 ""2011",Upgrade kit for iMac 240GB SSD 215 inch Mid 2011 with tools,155.98,1.375.843,0,1433,137.5843,11.793627388126671
FIT0018,Bracelet Flex fitbit activity monitor board,Control activity bracelet with two interchangeable straps size M and L.,99.99,899.877,0,11905404,89.9877,10.003300330032994
PAC0124,"UV300 Kit Kingston 240GB SSD expansion for iMac 27 ""2010",SSD upgrade kit 240GB iMac 27-inch Mid 2010 with tools,155.98,1.375.843,0,1433,137.5843,11.793627388126671
PAC0128,"UV300 Kit Kingston 240GB SSD expansion for iMac 27 ""2011",SSD upgrade kit 240GB for 27-inch Mid 2011 iMac tools,155.98,1.395.844,0,1433,139.5844,10.511347608667776
PAC0133,Kingston V300 SSD expansion kit 240GB + OWC Mount Pro for Mac Pro 2009 to 2012,240GB SSD expansion kit + Adapter Mount Pro for Mac Pro Early 2009 to Mid 2012,130.98,1.235.846,0,1433,123.5846,5.646205527561454
NTE0049,NewerTech miniStack MAX + DVD recorder / CD,Housing for Mac Mini with recorder and card reader.,235.99,1.872.402,1,12995397,187.2402,20.657570236026956
NTE0050,NewerTech miniStack MAX + Recorder BLURAY / DVD / CD,Housing for Mac Mini with DVD and Bluray DVD recorder and card reader.,337.99,2.822.398,0,12995397,282.2398,16.49463001863961
RUN0007,Runware RunAlyzer Blue Ribbon cardio bluetooth,Band wireless heart rate monitor iPhone iPad and iPod Touch.,69.99,699.864,0,11905404,69.9864,0.005143591941692005
OWC0076,"OWC Mercury Elite Pro aluminum box 35 ""Quad FW800 / USB3.0 / eSata",outer case 35 inches SATA eSATA / FW800 / USB 3.0.,120.99,999.896,1,11935397,99.9896,17.357136953467233
IKM0024,IK Multimedia Studio iKlip iPad support,Support iPad 1 2 3 4 and Air multiposition table.,36.59,299.003,0,1216,29.9003,18.282864170538403
IKM0021,IK Multimedia iKlip microphone black iPad 2 Adapter,Support iPad 2 3 4 and universal microphone stand Air.,48.79,349.896,0,1216,34.9896,28.285304365648688
IKM0022,IK Multimedia iKlip two microphone adapter mini black IPAD,IPad mini universal stand microphone stand.,28.99,249.901,1,1216,24.9901,13.797516384960318
STM0047,STM Bags iPad Gray Linear Bandolier,IPad shoulder bag with adjustable strap.,49.99,399.905,0,12635403,39.9905,20.003000600120036
JMO0043,Just Mobile Gum Max Duo battery 11200mAh iPhone iPad and iPod,dual external rechargeable 11200mAh.,99.95,499.899,0,1515,49.9899,49.98509254627314
OWC0078,OWC Mercury PCI Express SSD 240GB Accelsior_E2,PCI Express Card SSD 240GB (2x128GB) for Mac Pro.,459.99,3.129.943,1,12215397,312.9943,31.956281658296916
OWC0079,OWC Mercury PCI Express SSD 480GB Accelsior_E2,PCI Express Card SSD 480GB (2x256GB) for Mac Pro.,604.99,4.249.944,0,12215397,424.9944,29.75183060877039
OWC0080,OWC Mercury PCI Express SSD 960GB Accelsior_E2,PCI Express Card SSD 960GB (2x512GB) for Mac Pro.,907.99,629.995,0,12215397,629.995,30.61652661372922
SEA0053,"4TB Seagate Barracuda 35 ""SATA 5900rpm hard drive Mac and PC",internal hard drive Mac and PC 4TB (ST4000DM004).,132.99,989.937,1,12655397,98.9937,25.563049853372434
MAK0020,Maclocks Space iPad Mini Kiosk Enclosure White,Housing with antitheft aluminum support for mini cases.,164.99,1.649.896,0,1216,164.9896,0.0002424389357047474
APP0529,Apple Airport Extreme Base Station,Base station with Wi-Fi 802.11ac technology.,219.0,2.089.997,0,1334,208.9997,4.56634703196348
APP0530,Apple AirPort Time Capsule 2TB,Base Airport 802.11ac Wi-Fi and 2TB hard drive.,329.0,3.218.043,0,11935397,321.8043,2.187142857142854
APP0531,Apple AirPort Time Capsule 3TB,Base Airport 802.11ac Wi-Fi and 3TB hard drive.,429.0,4.168.039,0,11935397,416.8039,2.842913752913756
BOO0064,Booq Boa Skin XS iPad Case Turquoise / Beige,soft and durable nylon and neoprene iPad sleeve.,14.95,49.852,0,12635403,4.9852,66.65418060200669
BOO0066,Booq Boa Skin XS iPad Case Purple / Gray,soft and durable nylon and neoprene iPad sleeve.,14.95,39.906,0,12635403,3.9905999999999997,73.30702341137123
REP0133,Full screen iPad mini repair,Repair service including parts and labor for iPad mini,179.99,1.799.899,0,"1,44E+11",179.9899,5.555864215356365e-05
JMO0044,Just Mobile AluFrame Alumino Bumper iPhone 5 / 5S Silver,Aluminum Bumper iPhone 5 / 5S resistant.,49.99,259.908,0,11865403,25.9908,48.00800160032006
AII0010,Aiino housing MacBook Air 11 '' Red,MacBook Air 11-inch casing with matte finish.,39.99,239.943,0,13835403,23.9943,39.99924981245312
AII0014,Aiino Case MacBook Air 13 '' Black,MacBook Air 13-inch casing with matte finish.,39.99,179.927,0,13835403,17.9927,55.00700175043761
AII0019,Aiino housing MacBook Pro 13 '' Black,MacBook Pro 13-inch casing with matte finish.,39.99,249.865,0,13835403,24.9865,37.51812953238311
SEA0054,"Seagate 2TB HDD NAS 35 ""5900RPM SATA III Hard Drive NAS",internal hard drive to 2TB NAS (ST2000VN000).,110.0,899.877,0,12655397,89.98769999999999,18.193000000000016
SEA0055,"Seagate 3TB HDD NAS 35 ""5900RPM SATA III Hard Drive NAS",internal hard drive for 3TB NAS (ST3000VN000).,149.0,1.199.897,0,12655397,119.9897,19.47
SEA0056,"NAS Seagate 4TB HDD Hard Drive 35 ""SATA III 5900Rpm",internal hard drive to 4TB NAS (ST4000VN000),194.0,1.365.836,0,12655397,136.5836,29.596082474226815
NTE0041,MaxPower NewerTech USB Wireless Adapter,USB wireless adapter based Mac and PC.,39.95,119.899,0,12355400,11.9899,69.98773466833542
SYN0058,Synology DDR RAM DDR3 2GB,2GB DDR3 memory for Synology.,399.905,399.905,0,1404,399.905,0.0
GOP0021,Housing GoPro HD HERO3,Replacement Housing GoPro HERO3.,59.99,399.905,0,12355400,39.9905,33.338056342723796
GOP0068,Housing GoPro HD sweatband,wrist strap integrated HERO and HERO 2 housing.,52.99,359.902,0,12355400,35.9902,32.0811473862993
GOP0046,GoPro Ride Hero Handlebar bracket or armchair,GoPro camera support or armchair handlebar of the bicycle.,20.99,189.897,0,12355400,18.9897,9.52977608384945
REP0134,Full screen repair iPhone 5,Repair service including parts and labor for iPhone 5,59.99,59.99,0,"1,44E+11",59.99,0.0
FIT0019,Replacement Fitbit Flex 3 colors bracelet size L,Set of 3 colored bracelets Great for Fitbit Flex size.,25.99,22.99,0,11905404,22.99,11.542901115813775
FIT0020,Replacement fitbit Flex 3 bracelets colors Size S,Set of 3 colored bracelets size small for Fitbit Flex.,25.99,259.908,0,11905404,2.59908,89.99969218930359
HIC0010,Hitcase ChestR Chest Mount Support,chest harness for the cover Hitcase Pro.,49.99,499.851,0,1216,49.9851,0.009801960392075149
HIC0015,Hitcase SuckR Car Mount Holder,Hitcase support sleeve anchor and capture moments at high speed,39.99,299.899,1,5720,29.9899,25.006501625406365
HIC0016,Hitcase TubulR Mount Support Bar,Pro Hitcase support for handlebars and bars.,24.99,129.906,0,1216,12.9906,48.01680672268907
NTE0052,NewerTech NuGuard KX iPad Case Mini / Retina Black,IPad mini ultra rugged housing for extreme conditions.,59.99,279.897,0,12635403,27.9897,53.342723787297885
WAC0101,Wacom Intuos Pro S Graphics Tablet,ExpressKeys professional graphics tablet with built-in control and Stylus for Mac and PC.,224.99,1.999.899,0,1405,199.9899,11.1116494066403
ELG0026,Elgato EyeTV Mobile (Lightning) iPhone iPad and iPod,DTT TV tuner connector Lightning.,99.95,399.905,0,11905404,39.9905,59.9894947473737
BEL0127-A,Open - Belkin MIXIT Lightning iPhone Support,Loading dock + support synchronization with Lightning connection and USB cable for iPhone 7 / SE / 6s / 6 / 5c / 5s and iPhone 5,34.99,299.899,0,1298,29.9899,14.290082880823096
KOU0007,Outdoor Koubachi Wi-Fi Plant Sensor,Wi-Fi sensor for remote control and plant care.,119.0,1.190.035,0,11905404,11.90035,89.99970588235294
BLL0014,BlueLounge baseload Saidoka iPhone 5 / 5S Black Lightning,Charging Dock iPhone 5 / 5S lightning.,49.99,359.854,0,13615399,35.9854,28.01480296059212
WAC0102,Wacom Intuos Pro M Graphics Tablet,Professional Graphics Tablet with Stylus for Mac and PC.,349.99,3.149.872,0,1405,314.9872,10.001085745307014
WAC0104,Wacom Intuos Pro L Graphics Tablet,Professional Graphics Tablet with Stylus for Mac and PC.,479.49,404.987,0,1405,404.987,15.537967423721033
WAC0103,Wacom Intuos Pro M Graphics Tablet,Special edition professional graphics tablet with Stylus for Mac and PC.,379.99,3.299.912,0,1405,329.9912,13.157925208558119
BEL0139,Belkin Lego iPhone Case SE / 5s / 5 Blue / Purple,Lego rigid shell for iPhone SE / 5s / 5.,29.99,99.946,0,11865403,9.9946,66.67355785261753
OWC0082,Envoy OWC USB 3.0 SSD Case for Macbook Air 2012,Box Portable External USB 2.0 / 3.0 for MacBook Air SSD.,60.99,399.905,0,11935397,39.9905,34.43105427119201
WDT0321,"WD Blue 500GB 25 ""5400rpm 7mm",Western Digital Internal Hard Drive 500GB SATA 5400 rpm for Mac and PC.,60.0,449.951,1,12655397,44.9951,25.008166666666664
WDT0178,"Blue 1TB WD 25 ""5400rpm 7mm",Western Digital Internal Hard Disk 1TB for Mac and PC (WD10SPCX).,104.0,1.028.996,0,12655397,102.8996,1.0580769230769116
MUV0101,Muvit iPhone 5C Transparent Crystal Case,transparent housing for iPhone 5C.,9.99,69.902,0,11865403,6.9902,30.028028028028032
WDT0181,"Western Digital 2TB Green 35 ""5400rpm hard drive Mac and PC",WD Internal Hard Drive 2TB Mac and PC.,90.0,825.825,0,12655397,82.5825,8.241666666666669
MUV0108,Muvit Slim Case + Screen Protector iPhone 5C White,Slim Case + Screen Protector for iPhone 5C.,13.99,69.938,0,11865403,6.9938,50.00857755539671
WDT0184,"Western Digital 1TB Red 25 ""Mac PC and NAS hard drive",WD Hard Drive 1TB NAS designed for 95mm (WD10JFCX).,85.0,799.895,0,12655397,79.9895,5.894705882352936
WDT0185,"Red 750GB WD 25 ""Mac PC hard drive and NAS",Western Digital hard drive designed for NAS 750GB 95mm (WD7500BFCX).,639.896,705.841,0,12655397,70.5841,88.96944190931026
SEA0057,"Seagate 500GB SSHD Hybrid disc 25 ""Mac and PC hard disk",Hybrid Hard Drive Mac and PC and 7mm 500GB SSHD (ST500LM000).,79.99,765.809,0,12655397,76.5809,4.261907738467308
NTE0053,NewerTech miniStack Classic Mac external box,Mac external box 35 FireWire 800 USB 2.0.,64.99,449.878,0,12995397,44.9878,30.77735036159409
WAC0132,Wacom Intuos Pro S Graphics Tablet - Education,Exclusive discount for students and teachers.,224.99,1.899.906,1,1405,189.9906,15.555980265789593
WAC0134,Education - Wacom Intuos Pro M Special Edition Graphics Tablet,Exclusive discount for students and teachers,379.99,3.039.883,0,1405,303.9883,20.00097370983448
WAC0133,Education - Wacom Intuos Pro M Graphics Tablet,Exclusive discount for students and teachers.,349.99,2.699.897,0,1405,269.9897,22.857881653761524
WAC0135, Education - Wacom Intuos Pro L Graphics Tablet,Exclusive discount for students and teachers.,479.49,3.839.935,0,1405,383.9935,19.91626519844002
KAN0013,IAdapt Kanex Mini DisplayPort to HDMI with Audio V2,Adapter Cable Display Port to HDMI.,27.99,159.902,1,12585395,15.9902,42.871739907109685
TWS0049,Twelve South HiRise Support iPhone 5 / 5S / 5C / 6 / 6plus and iPad Mini Silver,Lightning adjustable support for iPhone 5 / 5S / 5C / 6/6 Plus and iPad mini.,39.99,399.893,0,1216,39.9893,0.0017504376094046314
TYL0015,TYLT Energi Sliding Power Battery Case iPhone SE / 5s / 5 Green,Case with 2500mAh Battery for iPhone SE / 5s / 5.,79.99,499.899,0,11865403,49.9899,37.5048131016377
SYN0079,Synology RX1214RP expansion module for Mac and PC NAS server,Expansion unit 12 bays with redundant power supply.,1754.99,17.549.005,0,1280,1754.9005,0.005099744158088004
DLK0043,D-Link DIR-868L Wireless AC1750 Dual-Band Cloud Router,DLink Router Wireless AC Cloud with SmartBeam and 1.3 Gbps transfer rate.,209.99,1.509.003,0,1334,150.9003,28.139292347254642
DLK0044,D-Link DIR-860L Wireless AC1200 Dual-Band Cloud Router,Wireless Router DLink Cloud with AC SmartBeam and 867 Mbps transfer rate.,129.99,859.899,0,1334,85.9899,33.848834525732755
DLK0047,D-Link DES-108 Switch 8 Ports 10 / 100Mbps Fast Ethernet,Dlink Switch 8 10 / 100Mbps ports.,48.99,259.908,0,1334,25.9908,46.946723821187994
DLK0042,D-Link PowerLine AV 500 Wireless N Mini Starter Kit,DHP-W311AV Dlink wireless adapter PLC network.,64.9,529.895,0,1334,52.9895,18.352080123266568
CRU0021,Crucial Mac Memory 8GB 1600MHZ DDR3 SO-DIMM,8GB RAM 135V / 15V MacBook iMac (2012/2013) Mac Mini (2011/12) and iMac 5K Retina 27 inches (2014).,79.99,819.896,1,1364,8.19896,89.75001875234405
DLK0048,D-Link DSL-3580L Router ADSL 2+ WiFi AC 1200Mbps,Wireless router AC and Gateway 1200 Mbps transfer rate.,113.99,1.139.905,0,1334,11.399049999999999,89.9999561365032
DLK0050,D-Link DCS-5020L wireless surveillance camera Day / Night Network,Surveillance Camera with Wi-Fi repeater motion detector and sound and tilt stand for iPhone and iPad,139.99,949.898,0,9094,94.9898,32.14529609257804
DLK0051,D-Link DWR-921 Router 4G LTE / HSPA,Domestic Dlink Wireless Router 4G LTE.,149.99,1.169.901,0,1334,116.9901,22.001400093339562
DLK0052,D-Link DAP-1320 Wireless N300 Range Extender Repeater Wi-Fi,DLink repeater signal Wi-Fi.,39.99,22.99,1,1334,22.99,42.51062765691424
DLK0054,D-Link DKVM-4U Switch 4-Port USB KVM,DLink 4 port KVM Switch.,82.98,649.903,0,1334,64.9903,21.679561340081943
SYN0078,RX1214 Synology NAS Mac and PC expansion,Expansion unit 12 RackStation bays.,1173.99,11.729.897,0,1280,1172.9897,0.08520515506945658
JAB0030,Jabra Sport Bluetooth Headphones Plus Comfort Eargels radio microphone,Sports Bluetooth headset with FM radio and microphone.,99.99,869.869,0,5384,86.9869,13.004400440043995
KIN0081,Mac Memory Kingston 4GB DDR3 1600MHz SO-DIMM,RAM 4GB 135V / 15V MacBook Pro iMac (2013) and Mac mini (2011/12).,25.99,259.908,0,1364,2.59908,89.99969218930359
SAN0044,SanDisk Ultra 16GB USB 3.0 Flash Drive,USB 3.0 flash drive 16GB USB Flash Drive Mac and PC.,8.257,9.991,1,11935397,0.9991,87.89996366719147
SAN0045,SanDisk Ultra 32GB USB 3.0 Flash Drive,USB 3.0 flash drive 32GB USB Flash Drive Mac and PC.,16.0,13.99,1,11935397,13.99,12.562499999999998
SAN0046,SanDisk Ultra 64GB USB 3.0 PenDrive,USB 3.0 flash drive 64GB USB Flash Drive Mac and PC.,31.0,249.998,1,11935397,24.9998,19.35548387096774
STM0052,"Impulse STM Backpack Backpack MacBook Pro 15 ""Black",Backpack with compartments for Macbook 15 inches.,77.99,69.99,0,1392,69.99,10.257725349403767
SEN0062,Sennheiser MM 100 Bluetooth wireless headset,Bluetooth wireless headsets Sports iPhone iPad and iPod,95.99,90.992,0,5384,90.992,5.206792374205637
GRT0295,Griffin iPad Kiosk Stand Safety,Desktop security and support counter for iPad.,189.99,1.999.888,0,1216,19.99888,89.47371966945629
SPH0008,Sphero robotic ball 2.0 iPhone iPad and iPod touch White,Smartoy bluetooth remote area.,139.99,1.299.903,0,11905404,129.9903,7.143153082363041
KEN0109,"Backpack Trek Triple Kensington MacBook 13 ""Black",Backpack for MacBook Pro / Air 13-inch,60.49,529.895,0,1392,52.9895,12.39957017688874
KEN0110,"Bandolier Trek Triple Kensington MacBook 13 """,Triple Trek bandolier for your MacBook Pro / Air 13 inches.,43.99,349.932,0,1392,34.9932,20.45192089111162
KEN0111,"Triple Kensington Trek briefcase MacBook 13 ""Black",briefcase vertical opening for MacBook / Air 13 inches.,54.99,359.854,0,1392,35.9854,34.56010183669759
GRT0300,Griffin Reveal iPhone Case SE / 5s / 5 Black,Bumper Black iPhone SE / 5s / 5 with transparent back.,19.99,139.876,1,11865403,13.9876,30.027013506753363
APP0623,Apple Mac Pro Quad-Core 37GHz | 12GB RAM | 256GB Flash,Apple Mac Pro Quad-Core 37GHz 12GB RAM 256GB Flash (ME253Y / A).,3449.0,26.055.898,0,1282,2605.5898,24.45376051029283
APP0815,Apple Mac Pro Quad-Core 37GHz | 12GB RAM | 512GB Flash,New Apple Mac Pro Quad-Core 37GHz 12GB RAM and 512GB Flash.,3689.0,3.474.584,0,1282,3474.584,5.812306858227167
PAC0488,Apple Mac Pro Quad-Core 37GHz | 64GB RAM | 256GB Flash | FirePro D500 3GB,New Apple Mac Pro Quad-Core 37GHz RAM + 256GB + 64GB Flash + FirePro D500 3GB.,5489.99,44.569.902,0,1282,4456.9902,18.816059774243666
APP0814,Apple Mac Pro Quad-Core 37GHz | 12GB RAM | 256GB Flash | FirePro D500 3GB,New Apple Mac Pro Quad-Core 37GHz 12GB RAM 256GB 3GB Flash + FirePro D500.,3929.99,36.995.847,0,1282,3699.5847,5.862745197824926
APP0817,Apple Mac Pro Quad-Core 37GHz | 12GB RAM | 512GB Flash | FirePro D500 3GB,New Apple Mac Pro Quad-Core 37GHz 12GB Flash RAM 3GB 512GB and FirePro D500.,4169.0,39.245.842,0,1282,3924.5842,5.862696090189501
PAC0487,Apple Mac Pro Quad-Core 37GHz | 32GB RAM | 256GB Flash | FirePro D500 3GB,New Apple Mac Pro Quad-Core 37GHz RAM + 256GB + 32GB Flash + FirePro D500 3GB.,4529.99,40.659.896,0,1282,4065.9896,10.242857048249554
PAC0489,Apple Mac Pro Quad-Core 37GHz | 32GB RAM | 512GB Flash,New Apple Mac Pro Quad-Core 37GHz and 32GB RAM 512GB Flash.,4289.0,3838.99,0,1282,3838.99,10.492189321520174
PAC0494,Apple Mac Pro Quad-Core 37GHz | 64GB RAM | 512GB Flash | FirePro D500 3GB,New Apple Mac Pro Quad-Core 37GHz 64GB Flash RAM 3GB 512GB and FirePro D500.,5729.0,46.809.903,0,1282,4680.9903,18.29306510734857
PAC0490,Apple Mac Pro Quad-Core 37GHz | 64 GB RAM | 512GB Flash,Apple Mac Pro Quad-Core 37GHz and 64GB RAM and 512GB Flash.,5249.0,42.329.902,0,1282,4232.9902,19.356254524671357
APP0816,Apple Mac Pro Quad-Core 37GHz | 12GB RAM | 1TB Flash,Apple Mac Pro with 12GB of RAM 37GHz Six cores and 1TB Flash.,4169.0,39.245.842,0,1282,3924.5842,5.862696090189501
PAC0491,Apple Mac Pro Quad-Core 37GHz | 32GB RAM | 1TB Flash,Apple Mac Pro Quad-Core 37GHz 32GB RAM and 1TB Flash.,4769.0,42.899.897,0,1282,4289.9897,10.044250366953234
PAC0492,Apple Mac Pro Quad-Core 37GHz | 64 GB RAM | 1TB Flash,Apple Mac Pro Quad-Core 37GHz 64GB RAM and 1TB Flash.,5729.0,46.809.903,0,1282,4680.9903,18.29306510734857
PAC0493,Apple Mac Pro Quad-Core 37GHz | 32GB RAM | 512GB Flash | FirePro D500 3GB,New Apple Mac Pro Quad-Core 37GHz 32GB and 32GB Flash RAM 256GB + 512GB + FirePro D500 Flash 3GB.,4769.0,42.899.897,0,1282,4289.9897,10.044250366953234
APP0818,Apple Mac Pro Quad-Core 37GHz | 12GB RAM | 1TB Flash | FirePro D500 3GB,New Apple Mac Pro Quad-Core 37GHz 12GB RAM 1TB Flash and FirePro D500 3GB.,4649.0,43.765.845,0,1282,4376.5845,5.859657990965806
PAC0495,Apple Mac Pro Quad-Core 37GHz | 32GB RAM | 1TB Flash | FirePro D500 3GB,Apple Mac Pro Quad-Core 317GHz 32GB RAM 1TB Flash and FirePro D500 3GB.,5249.0,47.369.903,0,1282,4736.9903,9.754423699752323
PAC0496,Apple Mac Pro Quad-Core 37GHz | 64GB RAM | 1TB Flash | FirePro D500 3GB,Apple Mac Pro Quad-Core 37GHz 64GB RAM 1TB Flash and FirePro D500 3GB.,6209.0,51.299.898,0,1282,5129.9898,17.3781639555484
PAC0363,Apple Mac Pro Quad-Core 37GHz | 32GB RAM | 256GB Flash,New Mac Pro with 32GB RAM Core 2 Quad-GPU and 256GB Flash (ME253Y / A).,4049.0,36.159.894,0,1282,3615.9894,10.694260311187954
APP0624,Apple Mac Pro six cores 35GHz | 16GB RAM | 256GB Flash,New Mac Pro with 16 GB of RAM 6 Core 2 GPU and 256GB Flash (MD878Y / A).,4649.0,42.665.846,0,1282,4266.5846,8.225756076575607
APP0819,Apple Mac Pro six cores 35GHz | 16GB RAM | 256GB Flash | FirePro D700 6GB,New Mac Pro with 16 GB of RAM 2 6-core D700 GPU and 256GB Flash (MD878Y / A).,5369.0,50.535.844,0,1282,5053.5844,5.874755075433047
PAC0497,Apple Mac Pro six cores 35GHz | 32GB RAM | 256GB Flash | FirePro D700 6GB,New Mac Pro with 32 GB of RAM 2 6-core D700 GPU and 256GB Flash (MD878Y / A).,5849.0,5411.99,0,1282,5411.99,7.471533595486413
PAC0498,Apple Mac Pro six cores 35GHz | 64GB RAM | 256GB Flash | FirePro D700 6GB,New Mac Pro with 64 GB of RAM 2 6-core D700 GPU and 256GB Flash (MD878Y / A).,6809.0,58.039.901,0,1282,5803.9901,14.760022029666619
PAC0499,Apple Mac Pro six cores 35GHz | 32GB RAM | 1TB Flash,New Mac Pro with 32 GB of RAM 6 cores and 1TB Flash 2 GPU (MD878Y / A).,5849.0,5411.99,0,1282,5411.99,7.471533595486413
PAC0500,Apple Mac Pro six cores 35GHz | 64GB RAM | 1TB Flash,New Mac Pro with 64GB of RAM 6 cores and 1TB Flash 2 GPU (MD878Y / A).,6809.0,58.039.901,0,1282,5803.9901,14.760022029666619
APP0811,Apple Mac Pro six cores 35GHz | 16GB RAM | 512GB Flash | FirePro D700 6GB,New Mac Pro with 16GB of RAM 6 cores and 1TB Flash 2 GPU (MD878Y / A).,5609.0,52.795.845,0,1282,5279.5845,5.87298092351578
PAC0501,Apple Mac Pro six cores 35GHz | 32GB RAM | 512GB Flash | FirePro D700 6GB,New Mac Pro with 32 GB of RAM 2 6-core D700 GPU and 512GB Flash (MD878Y / A).,6089.0,56.349.906,0,1282,5634.9906,7.456222696666115
PAC0502,Apple Mac Pro six cores 35GHz | 64GB RAM | 512GB Flash | FirePro D700 6GB,New Mac Pro with 64 GB of RAM 2 6-core D700 GPU and 512GB Flash (MD878Y / A).,7049.0,60.279.901,0,1282,6027.9901,14.4844644630444
APP0821,Apple Mac Pro six cores 35GHz | 16GB RAM | 1TB Flash | FirePro D700 6GB,New Mac Pro with 16GB of RAM 6 cores and 1TB Flash 2 GPU (MD878Y / A).,6089.0,41.055.905,0,1282,4105.5905,32.57364920348168
PAC0503,Apple Mac Pro six cores 35GHz | 32GB RAM | 1TB Flash | FirePro D700 6GB,New Mac Pro with 32 GB of RAM 6 cores and 1TB 2 GPU D700 Flash (MD878Y / A).,6569.0,60.849.896,0,1282,6084.9896,7.368098645151466
PAC0504,Apple Mac Pro six cores 35GHz | 64GB RAM | 1TB Flash | FirePro D700 6GB,New Mac Pro with 64GB of RAM 6 cores and 1TB 2 GPU D700 Flash (MD878Y / A).,7529.0,64.759.902,0,1282,6475.9902,13.986051268428746
APP0820,Apple Mac Pro six cores 35GHz | 16GB RAM | 1TB Flash,New Mac Pro with 16GB of RAM 6 cores and 1TB Flash 2 GPU (MD878Y / A).,5369.0,50.535.844,0,1282,5053.5844,5.874755075433047
PAC0365,Apple Mac Pro six cores 35GHz | 32GB RAM | 256GB Flash,New Mac Pro with 32 GB of RAM 6 Core 2 GPU and 256GB Flash (MD878Y / A).,5129.0,47.369.903,0,1282,4736.9903,7.643004484304927
PAC0366,Apple Mac Pro six cores 35GHz | 64GB RAM | 256GB Flash,New Mac Pro with 64GB of RAM 6 Core 2 GPU and 256GB Flash (MD878Y / A).,6089.0,51.299.898,0,1282,5129.9898,15.749880111676795
APP0733,Apple Mac Pro six cores 35GHz | 16GB RAM | 512GB Flash,New Mac Pro with 16 GB of RAM 6 Core 2 GPU and 512GB Flash (MD878Y / A).,4889.0,46.025.847,0,1282,4602.5847,5.858361628144804
PAC0448,Apple Mac Pro six cores 35GHz | 64GB RAM | 512GB Flash,New Mac Pro with 64GB of RAM 6 Core 2 GPU and 512GB Flash (MD878Y / A).,6329.0,53.529.904,0,1282,5352.9904,15.421229262126722
PAC0447,Apple Mac Pro six cores 35GHz | 32GB RAM | 512GB Flash,New Mac Pro with 32 GB of RAM 6 Core 2 GPU and 512GB Flash (MD878Y / A).,5369.0,49.619.898,0,1282,4961.9898,7.580745017694168
